angular_position_deg,measured_te_deg,predicted_te_deg,residual_te_deg,speed_rpm,torque_nm,oil_temperature_deg
0.00013159587979316711,-0.01301881205290556,-0.00882580503821373,0.00419300701469183,100.0,100.0,25.0
0.001966310665011406,-0.013036669231951237,-0.00882332120090723,0.004213348031044006,100.0,100.0,25.0
0.003796583041548729,-0.013059085234999657,-0.008820840157568455,0.004238245077431202,100.0,100.0,25.0
0.00562216155230999,-0.013086759485304356,-0.008818361908197403,0.004268397577106953,100.0,100.0,25.0
0.007460815832018852,-0.013100935146212578,-0.00881586316972971,0.004285071976482868,100.0,100.0,25.0
0.009299218654632568,-0.013115812093019485,-0.008813360705971718,0.004302451387047768,100.0,100.0,25.0
0.01111842691898346,-0.013151085004210472,-0.008810880593955517,0.004340204410254955,100.0,100.0,25.0
0.012959763407707214,-0.013164522126317024,-0.008808367885649204,0.00435615424066782,100.0,100.0,25.0
0.014799004420638084,-0.01318027451634407,-0.008805855177342892,0.004374419339001179,100.0,100.0,25.0
0.01662902534008026,-0.013204565271735191,-0.00880335085093975,0.004401214420795441,100.0,100.0,25.0
0.018468182533979416,-0.013218792155385017,-0.00880083255469799,0.004417959600687027,100.0,100.0,25.0
0.020307675004005432,-0.013232279568910599,-0.008798309601843357,0.004433969967067242,100.0,100.0,25.0
0.02214423380792141,-0.013247421942651272,-0.008795788511633873,0.004451633431017399,100.0,100.0,25.0
0.02398163080215454,-0.013261225074529648,-0.00879326369613409,0.004467961378395557,100.0,100.0,25.0
0.02581399865448475,-0.013281135819852352,-0.008790742605924606,0.004490393213927746,100.0,100.0,25.0
0.02765323966741562,-0.013294843025505543,-0.008788209408521652,0.0045066336169838905,100.0,100.0,25.0
0.029496923089027405,-0.013305140659213066,-0.008785667829215527,0.0045194728299975395,100.0,100.0,25.0
0.031344544142484665,-0.013313570991158485,-0.008783118799328804,0.004530452191829681,100.0,100.0,25.0
0.03319510444998741,-0.013320703990757465,-0.00878056325018406,0.004540140740573406,100.0,100.0,25.0
0.03503459692001343,-0.013340122997760773,-0.008778020739555359,0.004562102258205414,100.0,100.0,25.0
0.036883559077978134,-0.01335127279162407,-0.008775463327765465,0.004575809463858604,100.0,100.0,25.0
0.03873855620622635,-0.013356206007301807,-0.00877289567142725,0.0045833103358745575,100.0,100.0,25.0
0.04059430956840515,-0.01336011104285717,-0.008770324289798737,0.0045897867530584335,100.0,100.0,25.0
0.04244671389460564,-0.013366959057748318,-0.008767755702137947,0.004599203355610371,100.0,100.0,25.0
0.044300202280282974,-0.013371855020523071,-0.008765184320509434,0.0046066707000136375,100.0,100.0,25.0
0.046153608709573746,-0.013375423848628998,-0.008762611076235771,0.004612812772393227,100.0,100.0,25.0
0.04800307750701904,-0.013381912373006344,-0.008760041557252407,0.004621870815753937,100.0,100.0,25.0
0.04984944313764572,-0.013391262851655483,-0.008757475763559341,0.004633787088096142,100.0,100.0,25.0
0.051696810871362686,-0.013399801217019558,-0.008754906244575977,0.004644894972443581,100.0,100.0,25.0
0.053538065403699875,-0.013413939625024796,-0.00875234417617321,0.004661595448851585,100.0,100.0,25.0
0.05540177971124649,-0.01340610720217228,-0.008749749511480331,0.004656357690691948,100.0,100.0,25.0
0.05726993829011917,-0.013394392095506191,-0.00874714832752943,0.004647243767976761,100.0,100.0,25.0
0.059120748192071915,-0.01340083871036768,-0.00874456949532032,0.0046562692150473595,100.0,100.0,25.0
0.060983963310718536,-0.01339461375027895,-0.008741972967982292,0.0046526407822966576,100.0,100.0,25.0
0.06282873451709747,-0.013405665755271912,-0.008739400655031204,0.004666265100240707,100.0,100.0,25.0
0.06469186395406723,-0.01339742075651884,-0.008736802265048027,0.004660618491470814,100.0,100.0,25.0
0.06654132902622223,-0.013402219861745834,-0.008734222501516342,0.004667997360229492,100.0,100.0,25.0
0.06838216632604599,-0.013414471410214901,-0.008731653913855553,0.004682817496359348,100.0,100.0,25.0
0.07024110108613968,-0.013407064601778984,-0.008729060180485249,0.0046780044212937355,100.0,100.0,25.0
0.07209853082895279,-0.013400666415691376,-0.008726467378437519,0.004674199037253857,100.0,100.0,25.0
0.0739450678229332,-0.013404631055891514,-0.008723890408873558,0.004680740647017956,100.0,100.0,25.0
0.07579905539751053,-0.013400201685726643,-0.008721302263438702,0.004678899422287941,100.0,100.0,25.0
0.07765380293130875,-0.01339457556605339,-0.00871871318668127,0.00467586237937212,100.0,100.0,25.0
0.07951199263334274,-0.013385791331529617,-0.008716119453310966,0.004669671878218651,100.0,100.0,25.0
0.08137327432632446,-0.013374180532991886,-0.00871352106332779,0.004660659469664097,100.0,100.0,25.0
0.08323381096124649,-0.01336320023983717,-0.008710924535989761,0.004652275703847408,100.0,100.0,25.0
0.08509676903486252,-0.013349268585443497,-0.008708324283361435,0.004640944302082062,100.0,100.0,25.0
0.08697021007537842,-0.013325054198503494,-0.008705710992217064,0.00461934320628643,100.0,100.0,25.0
0.08884096145629883,-0.013302781619131565,-0.008703100495040417,0.004599681124091148,100.0,100.0,25.0
0.09070074558258057,-0.013290951028466225,-0.008700506761670113,0.004590444266796112,100.0,100.0,25.0
0.09256839752197266,-0.013270552270114422,-0.008697902783751488,0.004572649486362934,100.0,100.0,25.0
0.09442389756441116,-0.013261307030916214,-0.00869531650096178,0.0045659905299544334,100.0,100.0,25.0
0.09629976749420166,-0.013231225311756134,-0.008692702278494835,0.004538523033261299,100.0,100.0,25.0
0.09817999601364136,-0.013196824118494987,-0.008690083399415016,0.004506740719079971,100.0,100.0,25.0
0.10004639625549316,-0.013176183216273785,-0.008687485009431839,0.004488698206841946,100.0,100.0,25.0
0.10192268341779709,-0.013146065175533295,-0.008684873580932617,0.0044611915946006775,100.0,100.0,25.0
0.10378849506378174,-0.013127289712429047,-0.008682278916239738,0.004445010796189308,100.0,100.0,25.0
0.10566193610429764,-0.013101036660373211,-0.008679674006998539,0.004421362653374672,100.0,100.0,25.0
0.10753563046455383,-0.013074303977191448,-0.008677070960402489,0.0043972330167889595,100.0,100.0,25.0
0.10940596461296082,-0.013050819747149944,-0.00867447443306446,0.0043763453140854836,100.0,100.0,25.0
0.11127881705760956,-0.013023885898292065,-0.008671876043081284,0.004352009855210781,100.0,100.0,25.0
0.11314178258180618,-0.01300626527518034,-0.0086692925542593,0.00433697272092104,100.0,100.0,25.0
0.11500231176614761,-0.012991035357117653,-0.008666714653372765,0.004324320703744888,100.0,100.0,25.0
0.11684808880090714,-0.01299038901925087,-0.00866415910422802,0.00432622991502285,100.0,100.0,25.0
0.11869780719280243,-0.012985985726118088,-0.008661600761115551,0.004324384965002537,100.0,100.0,25.0
0.12055263668298721,-0.012976689264178276,-0.008659036830067635,0.0043176524341106415,100.0,100.0,25.0
0.12239338457584381,-0.012981683015823364,-0.008656495250761509,0.004325187765061855,100.0,100.0,25.0
0.12423288077116013,-0.012988382019102573,-0.008653956465423107,0.004334425553679466,100.0,100.0,25.0
0.12606842815876007,-0.013000424019992352,-0.008651426993310452,0.0043489970266819,100.0,100.0,25.0
0.12790918350219727,-0.01300770416855812,-0.008648891933262348,0.0043588122352957726,100.0,100.0,25.0
0.1297629326581955,-0.013001557439565659,-0.008646341972053051,0.004355215467512608,100.0,100.0,25.0
0.13159026205539703,-0.013022598810493946,-0.008643831126391888,0.004378767684102058,100.0,100.0,25.0
0.1334289163351059,-0.01303253322839737,-0.008641308173537254,0.004391225054860115,100.0,100.0,25.0
0.13526003062725067,-0.013050459325313568,-0.008638797327876091,0.004411661997437477,100.0,100.0,25.0
0.13709156215190887,-0.013067375868558884,-0.008636289276182652,0.004431086592376232,100.0,100.0,25.0
0.13891738653182983,-0.013090504333376884,-0.008633792400360107,0.004456711933016777,100.0,100.0,25.0
