epoch,train_total_loss,train_curve_loss,train_mean_loss,train_shape_loss,validation_total_loss,mean_shape_gradient_cosine,negative_gradient_conflict
1,0.04140467941761017,0.01749066263437271,0.00967375561594963,0.03815428167581558,0.03449103236198425,0.0,False
2,0.041400246322155,0.017488757148385048,0.009672602638602257,0.03815038129687309,0.03448287397623062,0.24891632795333862,False
3,0.0413956418633461,0.01748676411807537,0.009671369567513466,0.03814638406038284,0.03446928411722183,0.2745956480503082,False
4,0.04139092192053795,0.017484696581959724,0.009670008905231953,0.03814244270324707,0.03446010500192642,0.2989092171192169,False
5,0.04138585552573204,0.017482470721006393,0.009668534621596336,0.03813823312520981,0.03445708751678467,0.31710511445999146,False
6,0.04138042777776718,0.01748008094727993,0.009666932746767998,0.038133762776851654,0.03445815294981003,0.3283087909221649,False
7,0.04137452691793442,0.017477482557296753,0.009665191173553467,0.038128893822431564,0.034460924565792084,0.334349662065506,False
8,0.04136800765991211,0.017474621534347534,0.009663298726081848,0.0381234772503376,0.034463539719581604,0.33788031339645386,False
9,0.04136084392666817,0.017471477389335632,0.009661220945417881,0.03811751306056976,0.034465789794921875,0.34167492389678955,False
10,0.041353002190589905,0.017468027770519257,0.009658916853368282,0.03811103105545044,0.0344681441783905,0.3473818600177765,False
11,0.041344448924064636,0.017464248463511467,0.009656354784965515,0.03810404613614082,0.03447078913450241,0.35503846406936646,False
12,0.041335128247737885,0.017460117116570473,0.009653506800532341,0.03809651732444763,0.03447350114583969,0.36360496282577515,False
13,0.041324980556964874,0.017455602064728737,0.009650356136262417,0.03808839991688728,0.034475646913051605,0.3719601631164551,False
14,0.041313961148262024,0.017450688406825066,0.00964688416570425,0.03807966411113739,0.034476228058338165,0.37905627489089966,False
15,0.041302066296339035,0.017445368692278862,0.009643090888857841,0.038070306181907654,0.03447451442480087,0.38425272703170776,False
16,0.04128926247358322,0.01743963174521923,0.00963897816836834,0.03806028142571449,0.03447086736559868,0.3872343897819519,False
17,0.04127556085586548,0.01743348501622677,0.009634546935558319,0.0380496010184288,0.03446651250123978,0.3871193826198578,False
