epoch,train_total_loss,train_curve_loss,train_mean_loss,train_shape_loss,validation_total_loss,mean_shape_gradient_cosine,negative_gradient_conflict
1,0.04140467941761017,0.01749066263437271,0.00967375561594963,0.03815428167581558,0.034484997391700745,0.0,False
2,0.04140093922615051,0.017489032819867134,0.009672708809375763,0.03815110772848129,0.03447259962558746,0.0,False
3,0.04139722138643265,0.01748737506568432,0.009671537205576897,0.03814816102385521,0.03446796536445618,0.0,False
4,0.04139386862516403,0.017485804855823517,0.009670229628682137,0.03814589977264404,0.034465156495571136,0.0,False
5,0.041390225291252136,0.017484091222286224,0.009668782353401184,0.03814348578453064,0.03446159139275551,0.0,False
6,0.04138616472482681,0.01748218573629856,0.009667173027992249,0.03814078867435455,0.03445706516504288,0.0,False
7,0.04138169437646866,0.01748007908463478,0.009665380232036114,0.03813784942030907,0.03445301577448845,0.0,False
8,0.04137673228979111,0.017477737739682198,0.009663378819823265,0.0381346121430397,0.03445085510611534,0.0,False
9,0.04137115180492401,0.017475102096796036,0.00966112781316042,0.03813096880912781,0.03445108234882355,0.0,False
10,0.041364867240190506,0.01747213676571846,0.009658589027822018,0.0381268709897995,0.034452952444553375,0.0,False
11,0.0413578636944294,0.01746881939470768,0.009655720554292202,0.03812236711382866,0.034454867243766785,0.0,False
12,0.0413501039147377,0.017465131357312202,0.009652501903474331,0.03811744228005409,0.03445505350828171,0.0,False
13,0.041341494768857956,0.017461033537983894,0.00964890792965889,0.03811201453208923,0.034452974796295166,0.0,False
14,0.04133199155330658,0.017456509172916412,0.00964493490755558,0.038106031715869904,0.03444962203502655,0.0,False
15,0.041321590542793274,0.017451556399464607,0.009640581905841827,0.038099490106105804,0.03444644808769226,0.0,False
16,0.04131025820970535,0.017446167767047882,0.009635867550969124,0.03809231519699097,0.034444525837898254,0.0,False
17,0.04129792004823685,0.017440319061279297,0.009630801156163216,0.03808440640568733,0.034443989396095276,0.0,False
18,0.041284553706645966,0.017434000968933105,0.009625377133488655,0.038075726479291916,0.0344439260661602,0.0,False
19,0.041270140558481216,0.01742720417678356,0.009619574062526226,0.03806629776954651,0.03444302827119827,0.0,False
20,0.04125460237264633,0.017419882118701935,0.009613336995244026,0.038056109100580215,0.03444049507379532,0.0,False
21,0.041237831115722656,0.01741197519004345,0.009606595151126385,0.038045115768909454,0.03443623706698418,0.0,False
22,0.041219741106033325,0.017403436824679375,0.009599297307431698,0.03803331032395363,0.034430548548698425,0.0,False
23,0.04120030999183655,0.017394259572029114,0.009591427631676197,0.03802067041397095,0.03442348539829254,0.0,False
24,0.04117957875132561,0.01738446205854416,0.009583006612956524,0.0380072258412838,0.03441471606492996,0.0,False
25,0.04115762561559677,0.017374081537127495,0.009574078023433685,0.03799301013350487,0.034404247999191284,0.0,False
26,0.04113449901342392,0.01736314222216606,0.009564662352204323,0.03797805681824684,0.034393537789583206,0.0,False
27,0.04111026972532272,0.0173516646027565,0.009554735384881496,0.03796247020363808,0.03438543900847435,0.0,False
28,0.04108492285013199,0.01733962818980217,0.009544244036078453,0.037946347147226334,0.03438204526901245,0.0,False
29,0.04105846583843231,0.017327019944787025,0.009533150121569633,0.03792973980307579,0.03438260033726692,0.0,False
30,0.04103102907538414,0.017313895747065544,0.00952147040516138,0.037912797182798386,0.034384287893772125,0.0,False
31,0.04100286215543747,0.01730036363005638,0.00950927659869194,0.037895724177360535,0.03438447415828705,0.0,False
32,0.04097415506839752,0.017286507412791252,0.009496637620031834,0.03787866234779358,0.034381601959466934,0.0,False
33,0.040945056825876236,0.01727239042520523,0.009483566507697105,0.037861764430999756,0.03437507525086403,0.0,False
34,0.04091564565896988,0.01725802756845951,0.00947003997862339,0.0378451906144619,0.03436674177646637,0.0,False
35,0.040886085480451584,0.017243491485714912,0.009456095285713673,0.037829093635082245,0.034360338002443314,0.0,False
36,0.04085652157664299,0.017228860408067703,0.009441837668418884,0.03781348466873169,0.03435664623975754,0.0,False
37,0.040827080607414246,0.017214205116033554,0.009427344426512718,0.03779840096831322,0.034351833164691925,0.0,False
38,0.04079765826463699,0.01719949208199978,0.009412625804543495,0.037783704698085785,0.03434395045042038,0.0,False
39,0.04076816886663437,0.017184698954224586,0.009397709742188454,0.03776922821998596,0.034334275871515274,0.0,False
40,0.04073858633637428,0.017169848084449768,0.009382711723446846,0.03775476664304733,0.03432168811559677,0.0,False
41,0.04070880264043808,0.01715492270886898,0.009367704391479492,0.037740059196949005,0.034304141998291016,0.0,False
42,0.04067866876721382,0.017139870673418045,0.00935269147157669,0.03772490471601486,0.03427956625819206,0.0,False
43,0.040648121386766434,0.017124684527516365,0.009337719529867172,0.037709154188632965,0.03424731269478798,0.0,False
44,0.04061717912554741,0.01710939221084118,0.009322858415544033,0.03769271448254585,0.03421466797590256,0.0,False
45,0.04058586433529854,0.017093995586037636,0.00930810160934925,0.037675634026527405,0.034183699637651443,0.0,False
46,0.0405542366206646,0.017078524455428123,0.009293466806411743,0.0376579575240612,0.034148283302783966,0.0,False
47,0.04052244871854782,0.017063044011592865,0.0092789800837636,0.037639833986759186,0.03410545736551285,0.0,False
48,0.040490590035915375,0.017047572880983353,0.009264631196856499,0.037621401250362396,0.034057360142469406,0.0,False
49,0.0404588058590889,0.01703217625617981,0.009250440634787083,0.03760281577706337,0.03401326760649681,0.0,False
50,0.04042719677090645,0.01701689139008522,0.009236417710781097,0.03758419305086136,0.03397214412689209,0.0,False
51,0.040395867079496384,0.01700175739824772,0.009222578257322311,0.03756564110517502,0.033930353820323944,0.0,False
52,0.040364883840084076,0.01698680967092514,0.00920895580202341,0.03754719719290733,0.03388066962361336,0.0,False
53,0.04033432900905609,0.01697208173573017,0.00919556524604559,0.037528928369283676,0.03384099900722504,0.0,False
54,0.04030431807041168,0.016957635059952736,0.009182479232549667,0.03751088306307793,0.03379644453525543,0.0,False
55,0.04027490317821503,0.016943497583270073,0.009169727563858032,0.037493083626031876,0.03376728668808937,0.0,False
56,0.040246061980724335,0.016929682344198227,0.009157385677099228,0.03747536987066269,0.03372655808925629,0.0,False
57,0.04021773859858513,0.0169161818921566,0.009145492687821388,0.03745762258768082,0.03369256854057312,0.0,False
58,0.040190212428569794,0.016903109848499298,0.009134102612733841,0.03744010627269745,0.03367069736123085,0.0,False
59,0.04016347974538803,0.016890469938516617,0.009123235940933228,0.0374227799475193,0.033637601882219315,0.0,False
60,0.04013729840517044,0.01687818393111229,0.009112903848290443,0.03740532323718071,0.033618539571762085,0.0,False
61,0.0401117205619812,0.016866259276866913,0.009103083051741123,0.03738784044981003,0.03360025957226753,0.0,False
62,0.040086954832077026,0.01685476303100586,0.009093740954995155,0.03737064450979233,0.03357670456171036,0.0,False
63,0.04006282240152359,0.016843605786561966,0.009084800258278847,0.03735363855957985,0.03357052057981491,0.0,False
64,0.04003910720348358,0.01683269441127777,0.009076191112399101,0.03733663633465767,0.03355471044778824,0.0,False
