epoch,train_total_loss,train_curve_loss,train_mean_loss,train_shape_loss,validation_total_loss,mean_shape_gradient_cosine,negative_gradient_conflict
1,0.04140467941761017,0.01749066263437271,0.00967375561594963,0.03815428167581558,0.0344904400408268,0.0,False
2,0.0414033979177475,0.017489904537796974,0.009672708809375763,0.03815428167581558,0.03448684513568878,0.0,False
3,0.04140196368098259,0.017489053308963776,0.009671537205576897,0.03815428167581558,0.0344841405749321,0.0,False
4,0.04140036180615425,0.017488105222582817,0.009670229628682137,0.03815428167581558,0.034481264650821686,0.0,False
5,0.041398584842681885,0.01748705469071865,0.009668782353401184,0.03815428167581558,0.034477367997169495,0.0,False
6,0.0413966178894043,0.017485888674855232,0.009667173027992249,0.03815428167581558,0.0344725102186203,0.0,False
7,0.041394419968128204,0.01748458668589592,0.009665380232036114,0.03815428167581558,0.034467488527297974,0.0,False
8,0.04139196500182152,0.01748313382267952,0.009663378819823265,0.03815428167581558,0.034463152289390564,0.0,False
9,0.04138920456171036,0.017481502145528793,0.00966112781316042,0.03815428167581558,0.03446010872721672,0.0,False
10,0.04138609766960144,0.017479659989476204,0.009658589027822018,0.03815428167581558,0.034458380192518234,0.0,False
11,0.04138258099555969,0.017477579414844513,0.009655720554292202,0.03815428167581558,0.03445746377110481,0.0,False
12,0.04137863218784332,0.017475241795182228,0.009652501903474331,0.03815428167581558,0.03445654362440109,0.0,False
13,0.04137422889471054,0.017472634091973305,0.00964890792965889,0.03815428167581558,0.03445512056350708,0.0,False
14,0.04136935994029045,0.017469752579927444,0.00964493490755558,0.03815428167581558,0.03445320576429367,0.0,False
15,0.04136402904987335,0.017466595396399498,0.009640581905841827,0.03815428167581558,0.034450918436050415,0.0,False
16,0.04135824739933014,0.01746317371726036,0.009635867550969124,0.03815428167581558,0.0344482958316803,0.0,False
17,0.0413520373404026,0.01745949685573578,0.009630801156163216,0.03815428167581558,0.0344451367855072,0.0,False
18,0.04134539142251015,0.017455562949180603,0.009625377133488655,0.03815428167581558,0.03444094955921173,0.0,False
19,0.04133827984333038,0.01745135337114334,0.009619574062526226,0.03815428167581558,0.034435003995895386,0.0,False
20,0.04133063554763794,0.01744682528078556,0.009613336995244026,0.03815428167581558,0.03442662954330444,0.0,False
21,0.04132237285375595,0.01744193397462368,0.009606595151126385,0.03815428167581558,0.034415483474731445,0.0,False
22,0.04131343215703964,0.017436642199754715,0.009599297307431698,0.03815428167581558,0.03440171480178833,0.0,False
23,0.041303783655166626,0.017430931329727173,0.009591427631676197,0.03815428167581558,0.03438594192266464,0.0,False
24,0.041293464601039886,0.017424821853637695,0.009583007544279099,0.03815428167581558,0.03436901420354843,0.0,False
