epoch,train_total_loss,train_curve_loss,train_mean_loss,train_shape_loss,validation_total_loss,mean_shape_gradient_cosine,negative_gradient_conflict
1,0.04140467941761017,0.01749066263437271,0.00967375561594963,0.03815428167581558,0.03449225425720215,0.0,False
2,0.04140252619981766,0.01748974248766899,0.009673221968114376,0.03815234452486038,0.03447703272104263,0.20193639397621155,False
3,0.0413999930024147,0.017488675191998482,0.009672627784311771,0.038150012493133545,0.03447166085243225,0.28105100989341736,False
4,0.041397422552108765,0.01748756319284439,0.009671943262219429,0.038147781044244766,0.03446279466152191,0.355484277009964,False
5,0.04139455407857895,0.017486313357949257,0.009671146050095558,0.03814532980322838,0.034450463950634,0.4159175455570221,False
6,0.04139135777950287,0.017484912648797035,0.009670224972069263,0.03814266622066498,0.034436795860528946,0.45897427201271057,False
7,0.0413878969848156,0.017483379691839218,0.009669167920947075,0.038139864802360535,0.03442399948835373,0.4993121027946472,False
8,0.04138405621051788,0.017481664195656776,0.009667955338954926,0.03813682496547699,0.034412845969200134,0.5200669169425964,False
9,0.04137963056564331,0.01747969165444374,0.009666567668318748,0.03813330829143524,0.03440316021442413,0.5313399434089661,False
10,0.041374508291482925,0.01747741550207138,0.009664981625974178,0.03812920302152634,0.0343952476978302,0.55085688829422,False
11,0.04136866331100464,0.017474817112088203,0.009663171134889126,0.03812452405691147,0.03438936918973923,0.5683794021606445,False
12,0.04136200621724129,0.017471855506300926,0.009661105461418629,0.03811919689178467,0.03438568115234375,0.5742402076721191,False
13,0.04135436192154884,0.017468463629484177,0.009658762253820896,0.03811303526163101,0.03438519313931465,0.5815198421478271,False
14,0.04134562239050865,0.017464593052864075,0.009656106121838093,0.038105953484773636,0.03438868373632431,0.603420615196228,False
15,0.04133579879999161,0.017460240051150322,0.009653107263147831,0.038098014891147614,0.03439657390117645,0.6309145092964172,False
16,0.041324906051158905,0.01745539717376232,0.00964974146336317,0.03808927536010742,0.03440852090716362,0.6495774388313293,False
17,0.04131292551755905,0.017450060695409775,0.009645995683968067,0.03807973116636276,0.03442308306694031,0.6612334847450256,False
18,0.04129989817738533,0.01744423806667328,0.009641851298511028,0.0380694679915905,0.03443797677755356,0.6701453924179077,False
19,0.04128589481115341,0.017437949776649475,0.009637301787734032,0.03805858641862869,0.034449562430381775,0.669926106929779,False
20,0.04127088934183121,0.017431186512112617,0.009632335975766182,0.03804706782102585,0.03445495292544365,0.6652311682701111,False
21,0.041254736483097076,0.01742389053106308,0.009626942686736584,0.038034744560718536,0.0344536229968071,0.6660826206207275,False
22,0.041237227618694305,0.017415978014469147,0.009621074423193932,0.03802141919732094,0.03444629907608032,0.6712530851364136,False
23,0.041218239814043045,0.017407387495040894,0.009614686481654644,0.038007017225027084,0.03443264961242676,0.6742725968360901,False
24,0.041197944432497025,0.017398178577423096,0.009607761166989803,0.03799176961183548,0.03441346436738968,0.6750629544258118,False
25,0.04117666557431221,0.01738845929503441,0.009600282646715641,0.03797613084316254,0.03439418226480484,0.6715372204780579,False
