epoch,training_loss,validation_loss
1,0.0020655928082157706,0.002093314426019788
2,0.0020531341785478383,0.0020937053486704826
3,0.0020709072651211606,0.0020874449983239174
4,0.0020340839671620795,0.002097195014357567
5,0.0020461053869058918,0.002086031250655651
6,0.0020337087091405032,0.002093541668727994
7,0.0021852480144738114,0.0020872096065431833
8,0.00206320611001967,0.002089959103614092
9,0.0020279876839066316,0.0020908876322209835
10,0.0020477748205235532,0.0020932541228830814
11,0.0020379044148031364,0.0020845162216573954
12,0.0020499259401329383,0.0020873299799859524
13,0.0020568820344674032,0.002092925598844886
14,0.0020426008931556066,0.002085621003061533
15,0.0020423155808604733,0.0020842549856752157
16,0.0020567005267366767,0.0020898091606795788
17,0.0020583891770044383,0.0020857923664152622
18,0.0020268109794922694,0.0020829897839576006
19,0.002047574017630067,0.002095296047627926
20,0.0020445328622753192,0.0020836787298321724
21,0.0020226816359777437,0.002083812840282917
22,0.0020381039073474184,0.0020834135357290506
23,0.002030219417065382,0.0020840675570070744
24,0.0020413262996995863,0.0020853797905147076
25,0.002057372362266273,0.002082936931401491
26,0.0020558848045766354,0.002084091305732727
27,0.0020368004943309135,0.002084359060972929
28,0.002050044486125888,0.002084506442770362
29,0.002024434422965833,0.0020848209969699383
30,0.00204681018963023,0.0020846480038017035
31,0.0020304558565840125,0.0020849474240094423
32,0.002048124764980965,0.00208965502679348
33,0.0020271278809496137,0.002088874811306596
34,0.002023374805291898,0.0020823832601308823
35,0.0020229744638294673,0.0020806211978197098
36,0.002056670193777008,0.002090863650664687
37,0.002047219451755112,0.0020807315595448017
38,0.0020230939573889902,0.0020829997956752777
39,0.0020310808552515716,0.0020821825601160526
40,0.002025251154961108,0.002085513435304165
